,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
171,2021,MI,FT,Data Engineer,82528,GB,100,GB,L
172,2021,EN,FT,Data Analyst,60000,US,100,US,S
173,2021,SE,FT,Principal Data Scientist,235000,US,100,US,L
174,2021,SE,FT,Research Scientist,60757,PT,50,PT,L
175,2021,SE,FT,Data Engineering Manager,174000,US,100,US,L
176,2021,MI,FT,Data Scientist,2859,MX,0,MX,S
177,2021,MI,FT,Data Scientist,40038,CL,100,CL,L
178,2021,EN,FT,Machine Learning Engineer,81000,US,50,US,S
179,2021,MI,FT,Data Scientist,5679,IN,100,US,S
180,2021,MI,FT,Big Data Engineer,22611,IN,0,IN,L
181,2021,MI,FT,Data Scientist,90734,DE,50,DE,L
182,2021,MI,FT,Data Engineer,26005,RO,0,US,L
183,2021,SE,FT,Finance Data Analyst,61896,GB,50,GB,L
184,2021,MI,FL,Machine Learning Scientist,12000,PK,50,PK,M
185,2021,MI,FT,Data Engineer,4000,IR,100,IR,M
186,2021,SE,FT,Data Analytics Engineer,50000,VN,100,GB,M
187,2021,EX,FT,Data Science Consultant,69741,FR,100,ES,S
188,2021,SE,FT,Data Engineer,76833,RO,50,GB,S
189,2021,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S
190,2021,SE,FT,Data Science Manager,152000,US,100,FR,L
191,2021,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M
192,2021,MI,FT,Big Data Engineer,18000,MD,0,MD,S
193,2021,SE,FT,Data Science Manager,174000,US,100,US,L
194,2021,SE,FT,Research Scientist,96113,CA,50,CA,L
195,2021,MI,FT,Data Scientist,147000,US,50,US,L
196,2021,EN,FT,BI Data Analyst,9272,KE,100,KE,S
197,2021,SE,FT,Machine Learning Engineer,24342,IN,100,IN,L
198,2021,SE,FT,Data Science Manager,54094,IN,50,US,L
199,2021,EN,FT,Data Science Consultant,90000,US,100,US,S
200,2021,MI,FT,Data Scientist,61467,DE,50,AT,M
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,US,100,US,M
202,2021,MI,FT,Data Scientist,37825,ES,100,ES,L
203,2021,SE,FT,Research Scientist,50000,FR,100,US,S
204,2021,MI,FT,Data Scientist,160000,US,100,US,L
205,2021,MI,FT,Data Scientist,12901,BR,0,BR,S
206,2021,SE,FT,Machine Learning Engineer,200000,US,100,US,L
207,2021,SE,FT,Data Engineer,165000,US,0,US,M
208,2021,MI,FL,Data Engineer,20000,IT,0,US,L
209,2021,SE,FT,Data Analytics Manager,120000,US,0,US,L
210,2021,MI,FT,Machine Learning Engineer,24823,SI,50,SI,L
211,2021,MI,FT,Research Scientist,56738,FR,50,FR,S
212,2021,MI,FT,Data Engineer,66022,HK,50,GB,S
213,2021,EN,FT,Big Data Engineer,5882,IN,0,CH,L
214,2021,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M
215,2021,SE,FT,Principal Data Engineer,185000,US,100,US,L
216,2021,EN,PT,Computer Vision Engineer,28609,DK,50,DK,S
217,2021,MI,FT,Data Scientist,90734,DE,50,DE,L
218,2021,MI,FT,Machine Learning Engineer,88654,BE,100,BE,M
219,2021,SE,FT,Data Analytics Manager,140000,US,100,US,L
220,2021,MI,FT,Machine Learning Engineer,46597,PL,100,PL,L
221,2021,MI,FT,Data Scientist,116914,GB,50,GB,L
222,2021,MI,FT,Data Scientist,33808,IN,0,IN,M
223,2021,MI,FT,Data Scientist,56256,GB,50,GB,L
224,2021,SE,FT,Machine Learning Scientist,225000,US,100,CA,L
225,2021,EX,CT,Principal Data Scientist,416000,US,100,US,S
226,2021,SE,FT,Data Scientist,87738,CA,100,CA,S
227,2021,MI,FT,Data Scientist,88654,DE,50,DE,L
228,2021,SE,FT,Data Scientist,135000,US,0,US,L
229,2021,SE,FT,Data Analyst,71786,CA,100,CA,M
230,2021,EN,FT,Big Data Engineer,16228,IN,100,IN,L
231,2021,SE,FT,ML Engineer,256000,US,100,US,S
232,2021,SE,FT,Director of Data Engineering,200000,US,100,US,L
233,2021,SE,FT,Data Analyst,200000,US,100,US,L
234,2021,MI,FT,Data Architect,180000,US,100,US,L
235,2021,MI,FT,Head of Data Science,110000,US,0,US,S
236,2021,MI,FT,Research Scientist,63810,CA,100,CA,M
237,2021,MI,FT,Data Scientist,46809,ES,100,ES,M
238,2021,EN,FT,Data Scientist,4000,VN,0,VN,M
239,2021,EN,FT,Data Engineer,21637,IN,50,IN,M
240,2021,SE,FT,Data Scientist,103691,CA,100,CA,L
241,2021,MI,FT,Data Analyst,80000,US,100,US,L
242,2021,MI,FT,Data Engineer,110000,US,100,US,L
243,2021,SE,FT,Data Scientist,165000,US,100,US,L
244,2021,EN,FT,AI Scientist,18053,IN,100,AS,S
245,2021,MI,FT,Data Engineer,72212,GB,50,GB,L
246,2021,EN,FT,Data Scientist,36643,FR,50,FR,L
247,2021,MI,FT,Data Engineer,12103,TR,0,TR,M
248,2021,SE,FT,Data Engineer,96282,GB,50,GB,L
249,2021,SE,FT,Principal Data Analyst,170000,US,100,US,M
250,2021,MI,FT,Data Scientist,115000,US,50,US,L
251,2021,EN,FT,Data Scientist,90000,US,100,US,S
252,2021,EX,FT,Principal Data Engineer,600000,US,100,US,L
253,2021,EN,FT,Data Scientist,28399,IN,100,IN,M
254,2021,MI,FT,Data Analyst,93000,US,100,US,L
255,2021,SE,FT,Big Data Architect,99703,CA,50,CA,M
256,2021,MI,FT,Data Engineer,200000,US,100,US,L
257,2021,SE,FT,Principal Data Scientist,173762,DE,100,DE,M
258,2021,SE,FT,Machine Learning Engineer,185000,US,50,US,L
259,2021,EX,FT,Director of Data Science,141846,DE,0,DE,L
260,2021,MI,FT,Data Scientist,130000,US,50,US,L
261,2021,SE,FT,Data Analyst,63831,DE,50,DE,L
262,2021,MI,FT,Data Scientist,16904,IN,100,IN,S
263,2021,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L
264,2021,MI,FT,Data Scientist,25532,RS,100,DE,S
265,2021,SE,FT,Lead Data Engineer,160000,PR,50,US,S
266,2021,MI,FT,Data Engineer,93150,US,0,US,M
267,2021,MI,FT,Data Engineer,111775,US,0,US,M
268,2021,MI,FT,Data Engineer,28016,TR,100,TR,M
269,2021,EN,FT,Data Engineer,65013,DE,50,DE,M
270,2021,EN,FT,Data Engineer,72500,US,100,US,L
271,2021,SE,FT,Computer Vision Engineer,18907,BR,0,BR,M
272,2021,EN,FT,Data Science Consultant,76833,DE,0,DE,L
273,2021,EN,FT,Machine Learning Engineer,85000,NL,100,DE,S
274,2021,SE,FT,Data Scientist,77684,FR,50,FR,M
275,2021,EN,FT,Data Scientist,100000,US,100,US,M
276,2021,EN,FT,Data Scientist,58000,US,50,US,L
277,2021,SE,FT,AI Scientist,55000,ES,100,ES,L
278,2021,SE,FT,Data Scientist,20171,TR,50,TR,L
279,2021,EN,FT,Business Data Analyst,59102,LU,100,LU,L
280,2021,MI,FT,Data Engineer,112000,US,100,US,L
281,2021,EN,FT,Research Scientist,100000,JE,0,CN,L
282,2021,MI,PT,Data Engineer,69741,NL,100,NL,L
283,2021,SE,CT,Staff Data Scientist,105000,US,100,US,M
284,2021,MI,FT,Research Scientist,69999,CZ,50,CZ,L
285,2021,SE,FT,Data Science Manager,94665,IN,50,IN,L
286,2021,SE,FT,Head of Data,102839,SI,100,SI,L
287,2021,MI,FT,Data Scientist,109000,US,50,US,L
288,2021,MI,FT,Machine Learning Engineer,51064,IT,50,IT,L
289,2022,SE,FT,Data Engineer,135000,US,100,US,M
290,2022,SE,FT,Data Analyst,155000,US,100,US,M
291,2022,SE,FT,Data Analyst,120600,US,100,US,M
292,2022,MI,FT,Data Scientist,130000,US,0,US,M
293,2022,MI,FT,Data Scientist,90000,US,0,US,M
294,2022,MI,FT,Data Engineer,170000,US,100,US,M
295,2022,MI,FT,Data Engineer,150000,US,100,US,M
296,2022,SE,FT,Data Analyst,102100,US,100,US,M
297,2022,SE,FT,Data Analyst,84900,US,100,US,M
298,2022,SE,FT,Data Scientist,136620,US,100,US,M
299,2022,SE,FT,Data Scientist,99360,US,100,US,M
300,2022,SE,FT,Data Scientist,117789,GB,0,GB,M
301,2022,SE,FT,Data Scientist,104702,GB,0,GB,M
302,2022,SE,FT,Data Scientist,146000,US,100,US,M
303,2022,SE,FT,Data Scientist,123000,US,100,US,M
304,2022,EN,FT,Data Engineer,52351,GB,100,GB,M
305,2022,SE,FT,Data Analyst,99000,US,0,US,M
306,2022,SE,FT,Data Analyst,116000,US,0,US,M
307,2022,MI,FT,Data Analyst,106260,US,0,US,M
308,2022,MI,FT,Data Analyst,126500,US,0,US,M
309,2022,EX,FT,Data Engineer,242000,US,100,US,M
310,2022,EX,FT,Data Engineer,200000,US,100,US,M
311,2022,MI,FT,Data Scientist,65438,GB,0,GB,M
312,2022,MI,FT,Data Scientist,39263,GB,0,GB,M
313,2022,MI,FT,Data Engineer,78526,GB,0,GB,M
314,2022,MI,FT,Data Engineer,52351,GB,0,GB,M
315,2022,SE,FT,Data Scientist,165220,US,100,US,M
316,2022,EN,FT,Data Engineer,45807,GB,100,GB,M
317,2022,SE,FT,Data Scientist,120160,US,100,US,M
318,2022,SE,FT,Data Analyst,90320,US,100,US,M
319,2022,SE,FT,Data Engineer,181940,US,0,US,M
320,2022,SE,FT,Data Engineer,132320,US,0,US,M
321,2022,SE,FT,Data Engineer,220110,US,0,US,M
322,2022,SE,FT,Data Engineer,160080,US,0,US,M
323,2022,SE,FT,Data Scientist,180000,US,0,US,L
324,2022,SE,FT,Data Scientist,120000,US,0,US,L
325,2022,SE,FT,Data Analyst,124190,US,100,US,M
326,2022,EX,FT,Data Analyst,130000,US,100,US,M
327,2022,EX,FT,Data Analyst,110000,US,100,US,M
328,2022,SE,FT,Data Analyst,170000,US,100,US,M
329,2022,MI,FT,Data Analyst,115500,US,100,US,M
330,2022,SE,FT,Data Analyst,112900,US,100,US,M
331,2022,SE,FT,Data Analyst,90320,US,100,US,M
332,2022,SE,FT,Data Analyst,112900,US,100,US,M
333,2022,SE,FT,Data Analyst,90320,US,100,US,M
334,2022,SE,FT,Data Engineer,165400,US,100,US,M
335,2022,SE,FT,Data Engineer,132320,US,100,US,M
336,2022,MI,FT,Data Analyst,167000,US,100,US,M
337,2022,SE,FT,Data Engineer,243900,US,100,US,M
338,2022,SE,FT,Data Analyst,136600,US,100,US,M
339,2022,SE,FT,Data Analyst,109280,US,100,US,M
340,2022,SE,FT,Data Engineer,128875,US,100,US,M
341,2022,SE,FT,Data Engineer,93700,US,100,US,M
342,2022,EX,FT,Head of Data Science,224000,US,100,US,M
343,2022,EX,FT,Head of Data Science,167875,US,100,US,M
344,2022,EX,FT,Analytics Engineer,175000,US,100,US,M
345,2022,SE,FT,Data Engineer,156600,US,100,US,M
346,2022,SE,FT,Data Engineer,108800,US,0,US,M
347,2022,SE,FT,Data Scientist,95550,US,0,US,M
348,2022,SE,FT,Data Engineer,113000,US,0,US,L
349,2022,SE,FT,Data Analyst,135000,US,100,US,M
350,2022,SE,FT,Data Science Manager,161342,US,100,US,M
351,2022,SE,FT,Data Science Manager,137141,US,100,US,M
352,2022,SE,FT,Data Scientist,167000,US,100,US,M
353,2022,SE,FT,Data Scientist,123000,US,100,US,M
354,2022,SE,FT,Data Engineer,78526,GB,0,GB,M
355,2022,SE,FT,Data Engineer,65438,GB,0,GB,M
356,2022,SE,FT,Data Scientist,150000,US,0,US,M
357,2022,SE,FT,Data Scientist,211500,US,100,US,M
358,2022,SE,FT,Data Architect,192400,CA,100,CA,M
359,2022,SE,FT,Data Architect,90700,CA,100,CA,M
360,2022,SE,FT,Data Analyst,130000,CA,100,CA,M
361,2022,SE,FT,Data Analyst,61300,CA,100,CA,M
362,2022,SE,FT,Data Analyst,130000,CA,100,CA,M
363,2022,SE,FT,Data Analyst,61300,CA,100,CA,M
364,2022,SE,FT,Data Engineer,160000,US,0,US,L
365,2022,SE,FT,Data Scientist,138600,US,100,US,M
366,2022,SE,FT,Data Engineer,136000,US,0,US,M
367,2022,MI,FT,Data Analyst,58000,US,0,US,S
368,2022,EX,FT,Analytics Engineer,135000,US,100,US,M
369,2022,SE,FT,Data Scientist,170000,US,100,US,M
370,2022,SE,FT,Data Scientist,123000,US,100,US,M
371,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
372,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
373,2022,MI,FT,ETL Developer,54957,GR,0,GR,M
374,2022,MI,FT,ETL Developer,54957,GR,0,GR,M
375,2022,EX,FT,Lead Data Engineer,118187,CA,100,CA,S
376,2022,SE,FT,Data Analyst,132000,US,0,US,M
377,2022,SE,FT,Data Engineer,165400,US,100,US,M
378,2022,SE,FT,Data Architect,208775,US,100,US,M
379,2022,SE,FT,Data Architect,147800,US,100,US,M
380,2022,SE,FT,Data Engineer,136994,US,100,US,M
381,2022,SE,FT,Data Engineer,101570,US,100,US,M
382,2022,SE,FT,Data Analyst,128875,US,100,US,M
383,2022,SE,FT,Data Analyst,93700,US,100,US,M
384,2022,EX,FT,Head of Machine Learning,79039,IN,50,IN,L
385,2022,SE,FT,Data Engineer,132320,US,100,US,M
386,2022,EN,FT,Machine Learning Engineer,37300,GB,100,GB,L
387,2022,SE,FT,Data Analyst,164000,US,0,US,M
388,2022,SE,FT,Data Engineer,155000,US,100,US,M
389,2022,MI,FT,Machine Learning Engineer,124333,GB,0,GB,M
390,2022,MI,FT,Machine Learning Engineer,98158,GB,0,GB,M
391,2022,MI,FT,AI Scientist,120000,US,0,US,M
392,2022,SE,FT,Data Analyst,112900,US,100,US,M
393,2022,SE,FT,Data Analyst,90320,US,100,US,M
394,2022,SE,FT,Data Analytics Manager,145000,US,100,US,M
395,2022,SE,FT,Data Analytics Manager,105400,US,100,US,M
396,2022,MI,FT,Machine Learning Engineer,87932,FR,100,DE,M
397,2022,MI,FT,Data Engineer,117789,GB,0,GB,M
398,2022,SE,FT,Data Scientist,215300,US,100,US,L
399,2022,SE,FT,Data Scientist,158200,US,100,US,L
400,2022,SE,FT,Data Engineer,209100,US,100,US,L
401,2022,SE,FT,Data Engineer,154600,US,100,US,L
402,2022,SE,FT,Data Analyst,115934,US,0,US,M
403,2022,SE,FT,Data Analyst,81666,US,0,US,M
404,2022,SE,FT,Data Engineer,175000,US,100,US,M
405,2022,MI,FT,Data Engineer,98158,GB,0,GB,M
406,2022,MI,FT,Data Analyst,58000,US,0,US,S
407,2022,SE,FT,Data Engineer,183600,US,100,US,L
408,2022,MI,FT,Data Analyst,52351,GB,100,GB,M
409,2022,SE,FT,Data Scientist,180000,US,100,US,M
410,2022,MI,FT,Data Scientist,71982,GB,0,GB,M
411,2022,MI,FT,Data Scientist,45807,GB,0,GB,M
412,2022,MI,FT,Data Engineer,65949,GR,100,GR,M
413,2022,MI,FT,Data Engineer,49461,GR,100,GR,M
414,2022,MI,FT,Data Engineer,78526,GB,100,GB,M
415,2022,MI,FT,Data Engineer,58894,GB,100,GB,M
416,2022,SE,FT,Data Scientist,260000,US,100,US,M
417,2022,SE,FT,Data Science Engineer,60000,AR,100,MX,L
418,2022,MI,FT,Data Engineer,63900,US,0,US,M
419,2022,MI,FT,Machine Learning Scientist,160000,US,100,US,L
420,2022,MI,FT,Machine Learning Scientist,112300,US,100,US,L
421,2022,MI,FT,Data Science Manager,241000,US,100,US,M
422,2022,MI,FT,Data Science Manager,159000,US,100,US,M
423,2022,SE,FT,Data Scientist,180000,US,0,US,M
424,2022,SE,FT,Data Scientist,80000,US,0,US,M
425,2022,MI,FT,Data Engineer,82900,US,0,US,M
426,2022,SE,FT,Data Engineer,100800,US,100,US,L
427,2022,MI,FT,Data Engineer,49461,ES,100,ES,M
428,2022,SE,FT,Data Scientist,140400,US,0,US,L
429,2022,MI,FT,Data Analyst,39263,GB,100,GB,M
430,2022,MI,FT,Data Analyst,43966,ES,100,ES,M
431,2022,MI,FT,Data Analyst,32974,ES,100,ES,M
432,2022,MI,FT,Data Engineer,87932,ES,100,ES,M
433,2022,MI,FT,Data Engineer,76940,ES,100,ES,M
434,2022,MI,FT,Data Engineer,104702,GB,100,GB,M
435,2022,MI,FT,Data Engineer,91614,GB,100,GB,M
436,2022,MI,FT,Data Engineer,65949,ES,100,ES,M
437,2022,MI,FT,Data Engineer,87932,GR,100,GR,M
438,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
439,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
440,2022,MI,FT,Data Analyst,43966,GR,100,GR,M
441,2022,MI,FT,Data Analyst,32974,GR,100,GR,M
442,2022,MI,FT,Data Engineer,98158,GB,100,GB,M
443,2022,MI,FT,Data Engineer,78526,GB,100,GB,M
444,2022,SE,FT,Data Scientist,215300,US,0,US,L
445,2022,MI,FT,Data Engineer,76940,GR,100,GR,M
446,2022,SE,FT,Data Engineer,209100,US,100,US,L
447,2022,SE,FT,Data Engineer,154600,US,100,US,L
